1	92	60.75
1	218	143.0
1	338	189.0
1	459	28.5
1	583	10.0
1	761	197.25
1	931	98.5
1	1073	1307.5
1	1216	92.0
1	1328	2.0
1	1461	54.25
1	1626	8.0
1	1801	166.5
1	1957	168.0
1	2072	133.5
1	2185	26.0
1	2338	74.75
1	2456	54.5
1	2587	36.0
1	2738	20.0
1	2882	16.25
1	3015	23.5
1	3156	131.0
1	3303	20.0
1	3453	28.0
1	3609	14.0
1	3743	27.0
1	3900	16.0
1	4035	31.5
1	4210	46.25
1	4373	40.25
1	4545	187.5
1	4713	37.0
1	4883	10.0
1	5063	12.0
1	5291	115.25
1	5461	10.0
1	5635	12.0
1	5881	143.0
1	6143	10.0
1	6324	18.75
1	6558	21.25
1	6760	27.0
1	6957	233.0
1	7092	22.75
1	7308	10.0
1	7701	45.25
1	8142	39.0
1	8534	14.0
1	8875	16.0
1	25999	14.0
1	26764	8.25
1	27741	38.0
1	31698	5.0
1	33826	10.0
1	38992	14.0
1	43869	13.5
1	46664	6.25
1	49280	41.5
1	52319	44.25
1	55069	10.0
1	57669	317.0
1	60471	17.5
1	64575	54.25
1	68848	20.0
1	71500	10.0
1	74647	4.5
1	79501	20.0
1	83270	8.0
1	87520	84.25
1	91094	101.75
1	93980	7.5
1	96606	7.5
1	100159	22.5
1	103372	12.25
1	106916	121.0
1	111443	8.75
1	115216	15.0
1	121099	10.0
1	129737	10.0
1	135787	10.5
1	141688	20.0
1	149011	17.5
1	158813	7.5
1	166492	12.25
1	175569	43.0
2	12	74.0
2	155	12.25
2	278	3.0
2	419	114.0
2	539	593.75
2	742	58.75
2	932	38.0
2	1081	32.75
2	1240	576.25
2	1363	7.5
2	1552	297.5
2	1727	26.25
2	1932	10.5
2	2051	20.0
2	2171	27.25
2	2332	2.5
2	2457	43.0
2	2605	173.5
2	2782	18.25
2	2932	7.5
2	3077	26.0
2	3251	35.5
2	3420	7.5
2	3581	9.0
2	3753	311.25
2	3938	12.25
2	4082	26.0
2	4262	361.5
2	4467	106.0
2	4643	225.5
2	4844	32.25
2	5034	15.0
2	5285	12.0
2	5470	13.5
2	5668	12.25
2	5984	9.0
2	6263	20.0
2	6464	12.25
2	6710	30.5
2	6944	57.75
2	7083	9.0
2	7307	6.25
2	7713	12.0
2	8254	20.0
2	8641	332.25
2	8972	279.25
2	26567	5.0
2	27660	189.25
2	31685	165.25
2	33966	3.75
2	40278	131.0
2	44397	35.25
2	47810	14.25
2	50806	2.5
2	53996	238.0
2	56563	32.0
2	60074	219.75
2	64497	42.5
2	68952	53.75
2	71823	21.5
2	75947	5.0
2	80590	20.0
2	85342	29.75
2	89085	6.25
2	92264	3.0
2	95519	10.0
2	98799	6.25
2	103141	130.5
2	106918	152.5
2	112370	14.75
2	117881	18.25
2	128900	15.75
2	136786	4.5
2	145745	6.25
2	157432	3.0
2	167036	30.0
2	184015	14.0
3	110	395.0
3	256	99.75
3	386	12.0
3	528	9.0
3	735	28.0
3	931	16.5
3	1105	56.0
3	1267	61.0
3	1425	41.0
3	1635	42.5
3	1859	16.0
3	2015	69.0
3	2142	26.0
3	2323	5.25
3	2454	34.0
3	2613	38.0
3	2804	226.5
3	2987	243.25
3	3159	32.0
3	3362	104.25
3	3539	10.0
3	3717	83.25
3	3916	111.5
3	4081	18.0
